registry	year	sex	age_range	population	total_population
84000119	1994	1	40-44	137466	1652991
84000119	1994	1	45-49	124839	1652991
84000119	1994	1	50-54	99104	1652991
84000119	1994	1	55-59	80795	1652991
84000119	1994	1	60-64	73469	1652991
84000119	1994	1	65-69	70323	1652991
84000119	1994	1	70-74	63702	1652991
84000119	1994	1	75-79	46569	1652991
84000119	1994	1	80-84	27341	1652991
84000119	1994	1	85	18220	1652991
84000119	1995	1	0-4	101668	1612749
84000119	1995	1	5-9	89612	1612749
84000119	1995	1	10-14	85312	1612749
84000119	1995	1	15-19	76753	1612749
84000119	1995	1	20-24	85870	1612749
84000119	1995	1	25-29	124864	1612749
84000119	1995	1	30-34	157024	1612749
84000119	1995	1	35-39	154499	1612749
84000119	1995	1	40-44	135838	1612749
84000119	1995	1	45-49	125524	1612749
84000119	1995	1	50-54	99353	1612749
84000119	1995	1	55-59	79200	1612749
84000119	1995	1	60-64	70430	1612749
84000119	1995	1	65-69	68975	1612749
84000119	1995	1	70-74	63269	1612749
84000119	1995	1	75-79	47272	1612749
84000119	1995	1	80-84	28383	1612749
84000119	1995	1	85	18903	1612749
84000119	1996	1	0-4	95438	1584446
84000119	1996	1	5-9	91960	1584446
84000119	1996	1	10-14	85730	1584446
84000119	1996	1	15-19	77420	1584446
84000119	1996	1	20-24	79497	1584446
84000119	1996	1	25-29	119410	1584446
84000119	1996	1	30-34	147129	1584446
84000119	1996	1	35-39	151696	1584446
84000119	1996	1	40-44	135662	1584446
84000119	1996	1	45-49	128655	1584446
84000119	1996	1	50-54	98630	1584446
84000119	1996	1	55-59	79240	1584446
84000119	1996	1	60-64	68073	1584446
84000119	1996	1	65-69	67666	1584446
84000119	1996	1	70-74	61119	1584446
84000119	1996	1	75-79	48433	1584446
84000119	1996	1	80-84	29267	1584446
84000119	1996	1	85	19421	1584446
84000119	1997	1	0-4	89017	1566693
84000119	1997	1	5-9	91410	1566693
84000119	1997	1	10-14	84401	1566693
84000119	1997	1	15-19	78275	1566693
84000119	1997	1	20-24	78304	1566693
84000119	1997	1	25-29	115100	1566693
84000119	1997	1	30-34	138855	1566693
84000119	1997	1	35-39	149833	1566693
84000119	1997	1	40-44	137441	1566693
84000119	1997	1	45-49	124732	1566693
84000119	1997	1	50-54	107494	1566693
84000119	1997	1	55-59	80765	1566693
84000119	1997	1	60-64	67494	1566693
84000119	1997	1	65-69	65451	1566693
84000119	1997	1	70-74	58863	1566693
84000119	1997	1	75-79	49396	1566693
84000119	1997	1	80-84	29778	1566693
84000119	1997	1	85	20084	1566693
84000119	1998	1	0-4	83532	1556300
84000119	1998	1	5-9	90355	1556300
84000119	1998	1	10-14	83645	1556300
84000119	1998	1	15-19	79838	1556300
84000119	1998	1	20-24	78516	1556300
84000119	1998	1	25-29	111301	1556300
84000119	1998	1	30-34	131649	1556300
84000119	1998	1	35-39	147458	1556300
84000119	1998	1	40-44	139398	1556300
84000119	1998	1	45-49	125564	1556300
84000119	1998	1	50-54	109605	1556300
84000119	1998	1	55-59	85096	1556300
84000119	1998	1	60-64	68534	1556300
84000119	1998	1	65-69	63318	1556300
84000119	1998	1	70-74	57838	1556300
84000119	1998	1	75-79	49578	1556300
84000119	1998	1	80-84	30306	1556300
84000119	1998	1	85	20769	1556300
84000119	1999	1	0-4	79045	1546683
84000119	1999	1	5-9	88318	1546683
84000119	1999	1	10-14	84325	1546683
84000119	1999	1	15-19	80628	1546683
84000119	1999	1	20-24	79699	1546683
84000119	1999	1	25-29	106406	1546683
84000119	1999	1	30-34	125568	1546683
84000119	1999	1	35-39	144179	1546683
84000119	1999	1	40-44	140238	1546683
84000119	1999	1	45-49	127392	1546683
84000119	1999	1	50-54	113013	1546683
84000119	1999	1	55-59	87583	1546683
84000119	1999	1	60-64	69670	1546683
84000119	1999	1	65-69	61053	1546683
84000119	1999	1	70-74	57130	1546683
84000119	1999	1	75-79	49628	1546683
84000119	1999	1	80-84	31065	1546683
84000119	1999	1	85	21743	1546683
84000119	2000	1	0-4	75696	1532082
84000119	2000	1	5-9	84114	1532082
84000119	2000	1	10-14	85011	1532082
84000119	2000	1	15-19	81031	1532082
84000119	2000	1	20-24	82035	1532082
84000119	2000	1	25-29	101447	1532082
84000119	2000	1	30-34	121269	1532082
84000119	2000	1	35-39	138459	1532082
84000119	2000	1	40-44	139886	1532082
84000119	2000	1	45-49	128456	1532082
84000119	2000	1	50-54	115601	1532082
84000119	2000	1	55-59	89624	1532082
84000119	2000	1	60-64	69841	1532082
84000119	2000	1	65-69	59617	1532082
84000119	2000	1	70-74	56312	1532082
84000119	2000	1	75-79	49598	1532082
84000119	2000	1	80-84	31610	1532082
84000119	2000	1	85	22475	1532082
84000119	2001	1	0-4	74342	1527079
84000119	2001	1	5-9	80644	1527079
84000119	2001	1	10-14	85802	1527079
84000119	2001	1	15-19	80000	1527079
84000119	2001	1	20-24	85727	1527079
84000119	2001	1	25-29	98056	1527079
84000119	2001	1	30-34	120166	1527079
84000119	2001	1	35-39	133507	1527079
84000119	2001	1	40-44	139722	1527079
84000119	2001	1	45-49	129730	1527079
84000119	2001	1	50-54	118449	1527079
84000119	2001	1	55-59	91563	1527079
84000119	2001	1	60-64	70574	1527079
84000119	2001	1	65-69	58890	1527079
84000119	2001	1	70-74	55433	1527079
84000119	2001	1	75-79	48729	1527079
84000119	2001	1	80-84	32786	1527079
84000119	2001	1	85	22959	1527079
84000119	2002	1	0-4	73093	1520042
84000119	2002	1	5-9	77048	1520042
84000119	2002	1	10-14	85577	1520042
84000119	2002	1	15-19	80053	1520042
84000119	2002	1	20-24	87351	1520042
84000119	2002	1	25-29	97349	1520042
84000119	2002	1	30-34	117525	1520042
84000119	2002	1	35-39	128250	1520042
84000119	2002	1	40-44	138312	1520042
84000119	2002	1	45-49	131172	1520042
84000119	2002	1	50-54	116028	1520042
84000119	2002	1	55-59	98260	1520042
84000119	2002	1	60-64	72245	1520042
84000119	2002	1	65-69	58172	1520042
84000119	2002	1	70-74	54302	1520042
84000119	2002	1	75-79	48025	1520042
84000119	2002	1	80-84	33871	1520042
84000119	2002	1	85	23409	1520042
84000119	2003	1	0-4	72394	1509604
84000119	2003	1	5-9	73533	1509604
84000119	2003	1	10-14	84586	1509604
84000119	2003	1	15-19	80089	1509604
84000119	2003	1	20-24	86983	1509604
84000119	2003	1	25-29	98512	1509604
84000119	2003	1	30-34	113149	1509604
84000119	2003	1	35-39	123445	1509604
84000119	2003	1	40-44	136308	1509604
84000119	2003	1	45-49	131522	1509604
84000119	2003	1	50-54	116408	1509604
84000119	2003	1	55-59	100457	1509604
84000119	2003	1	60-64	75140	1509604
84000119	2003	1	65-69	58582	1509604
84000119	2003	1	70-74	52752	1509604
84000119	2003	1	75-79	47047	1509604
84000119	2003	1	80-84	34550	1509604
84000119	2003	1	85	24147	1509604
84000119	2004	1	0-4	71542	1497950
84000119	2004	1	5-9	70684	1497950
84000119	2004	1	10-14	82499	1497950
84000119	2004	1	15-19	80889	1497950
84000119	2004	1	20-24	87232	1497950
84000119	2004	1	25-29	100799	1497950
84000119	2004	1	30-34	107596	1497950
84000119	2004	1	35-39	118840	1497950
84000119	2004	1	40-44	134110	1497950
84000119	2004	1	45-49	130785	1497950
84000119	2004	1	50-54	118024	1497950
84000119	2004	1	55-59	102767	1497950
84000119	2004	1	60-64	76640	1497950
84000119	2004	1	65-69	58828	1497950
84000119	2004	1	70-74	51409	1497950
84000119	2004	1	75-79	45702	1497950
84000119	2004	1	80-84	34997	1497950
84000119	2004	1	85	24607	1497950
84000119	2005	1	0-4	70338	1482441
84000119	2005	1	5-9	67318	1482441
84000119	2005	1	10-14	78746	1482441
84000119	2005	1	15-19	81979	1482441
84000119	2005	1	20-24	87527	1482441
84000119	2005	1	25-29	102648	1482441
84000119	2005	1	30-34	100832	1482441
84000119	2005	1	35-39	116222	1482441
84000119	2005	1	40-44	129267	1482441
84000119	2005	1	45-49	130328	1482441
84000119	2005	1	50-54	119454	1482441
84000119	2005	1	55-59	105104	1482441
84000119	2005	1	60-64	77841	1482441
84000119	2005	1	65-69	58850	1482441
84000119	2005	1	70-74	50314	1482441
84000119	2005	1	75-79	44864	1482441
84000119	2005	1	80-84	35221	1482441
84000119	2005	1	85	25588	1482441
84000119	2006	1	0-4	68063	1462513
84000119	2006	1	5-9	65073	1462513
84000119	2006	1	10-14	75034	1462513
84000119	2006	1	15-19	82364	1462513
84000119	2006	1	20-24	87211	1462513
84000119	2006	1	25-29	104681	1462513
84000119	2006	1	30-34	95525	1462513
84000119	2006	1	35-39	113969	1462513
84000119	2006	1	40-44	123128	1462513
84000119	2006	1	45-49	129163	1462513
84000119	2006	1	50-54	120348	1462513
84000119	2006	1	55-59	107164	1462513
84000119	2006	1	60-64	79285	1462513
84000119	2006	1	65-69	58537	1462513
84000119	2006	1	70-74	48719	1462513
84000119	2006	1	75-79	43428	1462513
84000119	2006	1	80-84	34317	1462513
84000119	2006	1	85	26504	1462513
84000119	2007	1	0-4	66456	1446583
84000119	2007	1	5-9	62910	1446583
84000119	2007	1	10-14	71549	1446583
84000119	2007	1	15-19	81826	1446583
84000119	2007	1	20-24	88784	1446583
84000119	2007	1	25-29	104665	1446583
84000119	2007	1	30-34	92964	1446583
84000119	2007	1	35-39	110018	1446583
84000119	2007	1	40-44	117060	1446583
84000119	2007	1	45-49	126780	1446583
84000119	2007	1	50-54	120944	1446583
84000119	2007	1	55-59	104795	1446583
84000119	2007	1	60-64	85518	1446583
84000119	2007	1	65-69	60170	1446583
84000119	2007	1	70-74	48004	1446583
84000119	2007	1	75-79	42578	1446583
84000119	2007	1	80-84	33833	1446583
84000119	2007	1	85	27729	1446583
84000119	2008	1	0-4	65371	1436509
84000119	2008	1	5-9	61965	1436509
84000119	2008	1	10-14	68563	1436509
84000119	2008	1	15-19	80750	1436509
84000119	2008	1	20-24	89700	1436509
84000119	2008	1	25-29	105602	1436509
84000119	2008	1	30-34	93080	1436509
84000119	2008	1	35-39	105127	1436509
84000119	2008	1	40-44	112107	1436509
84000119	2008	1	45-49	124403	1436509
84000119	2008	1	50-54	121258	1436509
84000119	2008	1	55-59	105878	1436509
84000119	2008	1	60-64	87632	1436509
84000119	2008	1	65-69	63162	1436509
84000119	2008	1	70-74	48664	1436509
84000119	2008	1	75-79	41357	1436509
84000119	2008	1	80-84	32958	1436509
84000119	2008	1	85	28932	1436509
84000119	2009	1	0-4	63218	1429097
84000119	2009	1	5-9	61625	1429097
84000119	2009	1	10-14	66651	1429097
84000119	2009	1	15-19	78808	1429097
84000119	2009	1	20-24	91109	1429097
84000119	2009	1	25-29	105417	1429097
84000119	2009	1	30-34	94853	1429097
84000119	2009	1	35-39	100463	1429097
84000119	2009	1	40-44	107422	1429097
84000119	2009	1	45-49	122369	1429097
84000119	2009	1	50-54	120772	1429097
84000119	2009	1	55-59	108329	1429097
84000119	2009	1	60-64	90800	1429097
84000119	2009	1	65-69	65380	1429097
84000119	2009	1	70-74	49221	1429097
84000119	2009	1	75-79	40443	1429097
84000119	2009	1	80-84	32480	1429097
84000119	2009	1	85	29737	1429097
84000119	2010	1	0-4	61499	1418887
84000119	2010	1	5-9	61168	1418887
84000119	2010	1	10-14	64740	1418887
84000119	2010	1	15-19	75361	1418887
84000119	2010	1	20-24	91591	1418887
84000119	2010	1	25-29	104792	1418887
84000119	2010	1	30-34	96293	1418887
84000119	2010	1	35-39	94788	1418887
84000119	2010	1	40-44	105403	1418887
84000119	2010	1	45-49	118143	1418887
84000119	2010	1	50-54	121041	1418887
84000119	2010	1	55-59	110561	1418887
84000119	2010	1	60-64	93688	1418887
84000119	2010	1	65-69	67604	1418887
84000119	2010	1	70-74	49680	1418887
84000119	2010	1	75-79	39769	1418887
84000119	2010	1	80-84	32227	1418887
84000119	2010	1	85	30539	1418887
84000119	2011	1	0-4	61131	1415894
84000119	2011	1	5-9	60609	1415894
84000119	2011	1	10-14	63319	1415894
84000119	2011	1	15-19	72009	1415894
84000119	2011	1	20-24	91519	1415894
84000119	2011	1	25-29	106634	1415894
84000119	2011	1	30-34	98995	1415894
84000119	2011	1	35-39	90477	1415894
84000119	2011	1	40-44	104874	1415894
84000119	2011	1	45-49	113515	1415894
84000119	2011	1	50-54	120880	1415894
84000119	2011	1	55-59	111848	1415894
84000119	2011	1	60-64	96690	1415894
84000119	2011	1	65-69	69718	1415894
84000119	2011	1	70-74	50789	1415894
84000119	2011	1	75-79	39694	1415894
84000119	2011	1	80-84	32146	1415894
84000119	2011	1	85	31047	1415894
84000119	2012	1	0-4	60906	1414688
84000119	2012	1	5-9	60523	1414688
84000119	2012	1	10-14	62210	1414688
84000119	2012	1	15-19	69855	1414688
84000119	2012	1	20-24	89783	1414688
84000119	2012	1	25-29	108701	1414688
84000119	2012	1	30-34	101978	1414688
84000119	2012	1	35-39	89508	1414688
84000119	2012	1	40-44	102875	1414688
84000119	2012	1	45-49	109590	1414688
84000119	2012	1	50-54	119748	1414688
84000119	2012	1	55-59	113331	1414688
84000119	2012	1	60-64	95407	1414688
84000119	2012	1	65-69	75267	1414688
84000119	2012	1	70-74	52208	1414688
84000119	2012	1	75-79	39669	1414688
84000119	2012	1	80-84	31660	1414688
84000119	2012	1	85	31469	1414688
84000119	1973	2	0-4	154855	2485871
84000119	1973	2	5-9	172454	2485871
84000119	1973	2	10-14	185772	2485871
84000119	1973	2	15-19	195950	2485871
84000119	1973	2	20-24	206522	2485871
84000119	1973	2	25-29	180800	2485871
84000119	1973	2	30-34	152356	2485871
84000119	1973	2	35-39	140530	2485871
84000119	1973	2	40-44	146632	2485871
84000119	1973	2	45-49	164400	2485871
84000119	1973	2	50-54	156447	2485871
84000119	1973	2	55-59	151129	2485871
84000119	1973	2	60-64	125510	2485871
84000119	1973	2	65-69	107759	2485871
84000119	1973	2	70-74	89997	2485871
84000119	1973	2	75-79	71074	2485871
84000119	1973	2	80-84	47822	2485871
84000119	1973	2	85	35862	2485871
84000119	1974	2	0-4	146875	2433900
84000119	1974	2	5-9	162106	2433900
84000119	1974	2	10-14	176915	2433900
84000119	1974	2	15-19	190460	2433900
84000119	1974	2	20-24	202980	2433900
84000119	1974	2	25-29	180409	2433900
84000119	1974	2	30-34	154219	2433900
84000119	1974	2	35-39	139553	2433900
84000119	1974	2	40-44	141951	2433900
84000119	1974	2	45-49	157055	2433900
84000119	1974	2	50-54	152875	2433900
84000119	1974	2	55-59	150044	2433900
84000119	1974	2	60-64	125147	2433900
84000119	1974	2	65-69	107688	2433900
84000119	1974	2	70-74	89542	2433900
84000119	1974	2	75-79	70898	2433900
84000119	1974	2	80-84	48175	2433900
84000119	1974	2	85	37008	2433900
84000119	1975	2	0-4	138894	2381919
84000119	1975	2	5-9	151758	2381919
84000119	1975	2	10-14	168057	2381919
84000119	1975	2	15-19	184969	2381919
84000119	1975	2	20-24	199437	2381919
84000119	1975	2	25-29	180018	2381919
84000119	1975	2	30-34	156081	2381919
84000119	1975	2	35-39	138575	2381919
84000119	1975	2	40-44	137270	2381919
84000119	1975	2	45-49	149709	2381919
84000119	1975	2	50-54	149303	2381919
84000119	1975	2	55-59	148958	2381919
84000119	1975	2	60-64	124783	2381919
84000119	1975	2	65-69	107618	2381919
84000119	1975	2	70-74	89087	2381919
84000119	1975	2	75-79	70721	2381919
84000119	1975	2	80-84	48528	2381919
84000119	1975	2	85	38153	2381919
84000119	1976	2	0-4	130913	2329943
84000119	1976	2	5-9	141409	2329943
84000119	1976	2	10-14	159200	2329943
84000119	1976	2	15-19	179479	2329943
84000119	1976	2	20-24	195894	2329943
84000119	1976	2	25-29	179627	2329943
84000119	1976	2	30-34	157943	2329943
84000119	1976	2	35-39	137598	2329943
84000119	1976	2	40-44	132589	2329943
84000119	1976	2	45-49	142364	2329943
84000119	1976	2	50-54	145731	2329943
84000119	1976	2	55-59	147872	2329943
84000119	1976	2	60-64	124419	2329943
84000119	1976	2	65-69	107547	2329943
84000119	1976	2	70-74	88633	2329943
84000119	1976	2	75-79	70545	2329943
84000119	1976	2	80-84	48881	2329943
84000119	1976	2	85	39299	2329943
84000119	1977	2	0-4	122933	2277968
84000119	1977	2	5-9	131061	2277968
84000119	1977	2	10-14	150343	2277968
84000119	1977	2	15-19	173989	2277968
84000119	1977	2	20-24	192351	2277968
84000119	1977	2	25-29	179236	2277968
84000119	1977	2	30-34	159805	2277968
84000119	1977	2	35-39	136620	2277968
84000119	1977	2	40-44	127908	2277968
84000119	1977	2	45-49	135019	2277968
84000119	1977	2	50-54	142159	2277968
84000119	1977	2	55-59	146787	2277968
84000119	1977	2	60-64	124055	2277968
84000119	1977	2	65-69	107477	2277968
84000119	1977	2	70-74	88178	2277968
84000119	1977	2	75-79	70369	2277968
84000119	1977	2	80-84	49234	2277968
84000119	1977	2	85	40444	2277968
84000119	1978	2	0-4	114952	2225991
84000119	1978	2	5-9	120713	2225991
84000119	1978	2	10-14	141486	2225991
84000119	1978	2	15-19	168499	2225991
84000119	1978	2	20-24	188808	2225991
84000119	1978	2	25-29	178844	2225991
84000119	1978	2	30-34	161667	2225991
84000119	1978	2	35-39	135643	2225991
84000119	1978	2	40-44	123228	2225991
84000119	1978	2	45-49	127673	2225991
84000119	1978	2	50-54	138587	2225991
84000119	1978	2	55-59	145701	2225991
84000119	1978	2	60-64	123691	2225991
84000119	1978	2	65-69	107406	2225991
84000119	1978	2	70-74	87723	2225991
84000119	1978	2	75-79	70192	2225991
84000119	1978	2	80-84	49588	2225991
84000119	1978	2	85	41590	2225991
84000119	1979	2	0-4	106972	2174014
84000119	1979	2	5-9	110364	2174014
84000119	1979	2	10-14	132628	2174014
84000119	1979	2	15-19	163009	2174014
84000119	1979	2	20-24	185265	2174014
84000119	1979	2	25-29	178453	2174014
84000119	1979	2	30-34	163529	2174014
84000119	1979	2	35-39	134666	2174014
84000119	1979	2	40-44	118547	2174014
84000119	1979	2	45-49	120328	2174014
84000119	1979	2	50-54	135014	2174014
84000119	1979	2	55-59	144616	2174014
84000119	1979	2	60-64	123327	2174014
84000119	1979	2	65-69	107335	2174014
84000119	1979	2	70-74	87269	2174014
84000119	1979	2	75-79	70016	2174014
84000119	1979	2	80-84	49941	2174014
84000119	1979	2	85	42735	2174014
84000119	1980	2	0-4	98991	2122039
84000119	1980	2	5-9	100016	2122039
84000119	1980	2	10-14	123771	2122039
84000119	1980	2	15-19	157519	2122039
84000119	1980	2	20-24	181723	2122039
84000119	1980	2	25-29	178062	2122039
84000119	1980	2	30-34	165391	2122039
84000119	1980	2	35-39	133688	2122039
84000119	1980	2	40-44	113866	2122039
84000119	1980	2	45-49	112983	2122039
84000119	1980	2	50-54	131442	2122039
84000119	1980	2	55-59	143530	2122039
84000119	1980	2	60-64	122963	2122039
84000119	1980	2	65-69	107265	2122039
84000119	1980	2	70-74	86814	2122039
84000119	1980	2	75-79	69840	2122039
84000119	1980	2	80-84	50294	2122039
84000119	1980	2	85	43881	2122039
84000119	1981	2	0-4	100186	2104725
84000119	1981	2	5-9	99686	2104725
84000119	1981	2	10-14	120037	2104725
84000119	1981	2	15-19	151288	2104725
84000119	1981	2	20-24	176471	2104725
84000119	1981	2	25-29	177175	2104725
84000119	1981	2	30-34	166406	2104725
84000119	1981	2	35-39	136276	2104725
84000119	1981	2	40-44	117399	2104725
84000119	1981	2	45-49	113844	2104725
84000119	1981	2	50-54	128399	2104725
84000119	1981	2	55-59	138687	2104725
84000119	1981	2	60-64	120755	2104725
84000119	1981	2	65-69	106868	2104725
84000119	1981	2	70-74	86622	2104725
84000119	1981	2	75-79	69966	2104725
84000119	1981	2	80-84	50337	2104725
84000119	1981	2	85	44323	2104725
84000119	1982	2	0-4	101381	2087408
84000119	1982	2	5-9	99357	2087408
84000119	1982	2	10-14	116303	2087408
84000119	1982	2	15-19	145056	2087408
84000119	1982	2	20-24	171220	2087408
84000119	1982	2	25-29	176287	2087408
84000119	1982	2	30-34	167420	2087408
84000119	1982	2	35-39	138864	2087408
84000119	1982	2	40-44	120933	2087408
84000119	1982	2	45-49	114704	2087408
84000119	1982	2	50-54	125355	2087408
84000119	1982	2	55-59	133844	2087408
84000119	1982	2	60-64	118548	2087408
84000119	1982	2	65-69	106471	2087408
84000119	1982	2	70-74	86430	2087408
84000119	1982	2	75-79	70091	2087408
84000119	1982	2	80-84	50380	2087408
84000119	1982	2	85	44764	2087408
84000119	1983	2	0-4	102576	2070094
84000119	1983	2	5-9	99027	2070094
84000119	1983	2	10-14	112570	2070094
84000119	1983	2	15-19	138825	2070094
84000119	1983	2	20-24	165969	2070094
84000119	1983	2	25-29	175400	2070094
84000119	1983	2	30-34	168434	2070094
84000119	1983	2	35-39	141452	2070094
84000119	1983	2	40-44	124466	2070094
84000119	1983	2	45-49	115565	2070094
84000119	1983	2	50-54	122311	2070094
84000119	1983	2	55-59	129001	2070094
84000119	1983	2	60-64	116340	2070094
84000119	1983	2	65-69	106074	2070094
84000119	1983	2	70-74	86238	2070094
84000119	1983	2	75-79	70217	2070094
84000119	1983	2	80-84	50423	2070094
84000119	1983	2	85	45206	2070094
84000119	1984	2	0-4	103771	2052779
84000119	1984	2	5-9	98697	2052779
84000119	1984	2	10-14	108836	2052779
84000119	1984	2	15-19	132594	2052779
84000119	1984	2	20-24	160718	2052779
84000119	1984	2	25-29	174512	2052779
84000119	1984	2	30-34	169448	2052779
84000119	1984	2	35-39	144039	2052779
84000119	1984	2	40-44	128000	2052779
84000119	1984	2	45-49	116426	2052779
84000119	1984	2	50-54	119268	2052779
84000119	1984	2	55-59	124157	2052779
84000119	1984	2	60-64	114132	2052779
84000119	1984	2	65-69	105677	2052779
84000119	1984	2	70-74	86047	2052779
84000119	1984	2	75-79	70343	2052779
84000119	1984	2	80-84	50466	2052779
84000119	1984	2	85	45648	2052779
84000119	1985	2	0-4	104966	2035462
84000119	1985	2	5-9	98367	2035462
84000119	1985	2	10-14	105102	2035462
84000119	1985	2	15-19	126363	2035462
84000119	1985	2	20-24	155467	2035462
84000119	1985	2	25-29	173625	2035462
84000119	1985	2	30-34	170462	2035462
84000119	1985	2	35-39	146627	2035462
84000119	1985	2	40-44	131533	2035462
84000119	1985	2	45-49	117287	2035462
84000119	1985	2	50-54	116224	2035462
84000119	1985	2	55-59	119314	2035462
84000119	1985	2	60-64	111924	2035462
84000119	1985	2	65-69	105280	2035462
84000119	1985	2	70-74	85855	2035462
84000119	1985	2	75-79	70469	2035462
84000119	1985	2	80-84	50508	2035462
84000119	1985	2	85	46089	2035462
84000119	1986	2	0-4	106162	2018147
84000119	1986	2	5-9	98037	2018147
84000119	1986	2	10-14	101368	2018147
84000119	1986	2	15-19	120132	2018147
84000119	1986	2	20-24	150216	2018147
84000119	1986	2	25-29	172737	2018147
84000119	1986	2	30-34	171476	2018147
84000119	1986	2	35-39	149215	2018147
84000119	1986	2	40-44	135066	2018147
84000119	1986	2	45-49	118148	2018147
84000119	1986	2	50-54	113180	2018147
84000119	1986	2	55-59	114471	2018147
84000119	1986	2	60-64	109716	2018147
84000119	1986	2	65-69	104883	2018147
84000119	1986	2	70-74	85663	2018147
84000119	1986	2	75-79	70595	2018147
84000119	1986	2	80-84	50551	2018147
84000119	1986	2	85	46531	2018147
84000119	1987	2	0-4	107357	2000834
84000119	1987	2	5-9	97707	2000834
84000119	1987	2	10-14	97634	2000834
84000119	1987	2	15-19	113901	2000834
84000119	1987	2	20-24	144964	2000834
84000119	1987	2	25-29	171850	2000834
84000119	1987	2	30-34	172491	2000834
84000119	1987	2	35-39	151803	2000834
84000119	1987	2	40-44	138600	2000834
84000119	1987	2	45-49	119009	2000834
84000119	1987	2	50-54	110137	2000834
84000119	1987	2	55-59	109628	2000834
84000119	1987	2	60-64	107508	2000834
84000119	1987	2	65-69	104486	2000834
84000119	1987	2	70-74	85471	2000834
84000119	1987	2	75-79	70721	2000834
84000119	1987	2	80-84	50594	2000834
84000119	1987	2	85	46973	2000834
84000119	1988	2	0-4	108552	1983516
84000119	1988	2	5-9	97378	1983516
84000119	1988	2	10-14	93901	1983516
84000119	1988	2	15-19	107669	1983516
84000119	1988	2	20-24	139713	1983516
84000119	1988	2	25-29	170962	1983516
84000119	1988	2	30-34	173505	1983516
84000119	1988	2	35-39	154390	1983516
84000119	1988	2	40-44	142133	1983516
84000119	1988	2	45-49	119869	1983516
84000119	1988	2	50-54	107093	1983516
84000119	1988	2	55-59	104784	1983516
84000119	1988	2	60-64	105300	1983516
84000119	1988	2	65-69	104089	1983516
84000119	1988	2	70-74	85280	1983516
84000119	1988	2	75-79	70846	1983516
84000119	1988	2	80-84	50637	1983516
84000119	1988	2	85	47415	1983516
84000119	1989	2	0-4	109747	1966202
84000119	1989	2	5-9	97048	1966202
84000119	1989	2	10-14	90167	1966202
84000119	1989	2	15-19	101438	1966202
84000119	1989	2	20-24	134462	1966202
84000119	1989	2	25-29	170075	1966202
84000119	1989	2	30-34	174519	1966202
84000119	1989	2	35-39	156978	1966202
84000119	1989	2	40-44	145667	1966202
84000119	1989	2	45-49	120730	1966202
84000119	1989	2	50-54	104050	1966202
84000119	1989	2	55-59	99941	1966202
84000119	1989	2	60-64	103092	1966202
84000119	1989	2	65-69	103692	1966202
84000119	1989	2	70-74	85088	1966202
84000119	1989	2	75-79	70972	1966202
84000119	1989	2	80-84	50680	1966202
84000119	1989	2	85	47856	1966202
84000119	1990	2	0-4	110942	1948886
84000119	1990	2	5-9	96718	1948886
84000119	1990	2	10-14	86433	1948886
84000119	1990	2	15-19	95207	1948886
84000119	1990	2	20-24	129211	1948886
84000119	1990	2	25-29	169187	1948886
84000119	1990	2	30-34	175533	1948886
84000119	1990	2	35-39	159566	1948886
84000119	1990	2	40-44	149200	1948886
84000119	1990	2	45-49	121591	1948886
84000119	1990	2	50-54	101006	1948886
84000119	1990	2	55-59	95098	1948886
84000119	1990	2	60-64	100884	1948886
84000119	1990	2	65-69	103295	1948886
84000119	1990	2	70-74	84896	1948886
84000119	1990	2	75-79	71098	1948886
84000119	1990	2	80-84	50723	1948886
84000119	1990	2	85	48298	1948886
84000119	1991	2	0-4	106766	1907801
84000119	1991	2	5-9	94923	1907801
84000119	1991	2	10-14	85731	1907801
84000119	1991	2	15-19	93244	1907801
84000119	1991	2	20-24	124098	1907801
84000119	1991	2	25-29	161857	1907801
84000119	1991	2	30-34	169137	1907801
84000119	1991	2	35-39	156156	1907801
84000119	1991	2	40-44	146916	1907801
84000119	1991	2	45-49	121462	1907801
84000119	1991	2	50-54	102264	1907801
84000119	1991	2	55-59	94567	1907801
84000119	1991	2	60-64	97970	1907801
84000119	1991	2	65-69	99530	1907801
84000119	1991	2	70-74	83335	1907801
84000119	1991	2	75-79	70802	1907801
84000119	1991	2	80-84	50561	1907801
84000119	1991	2	85	48482	1907801
84000119	1992	2	0-4	106268	1781104
84000119	1992	2	5-9	86539	1781104
84000119	1992	2	10-14	80996	1781104
84000119	1992	2	15-19	75820	1781104
84000119	1992	2	20-24	109740	1781104
84000119	1992	2	25-29	144877	1781104
84000119	1992	2	30-34	163104	1781104
84000119	1992	2	35-39	150782	1781104
84000119	1992	2	40-44	136644	1781104
84000119	1992	2	45-49	122154	1781104
84000119	1992	2	50-54	95832	1781104
84000119	1992	2	55-59	83992	1781104
84000119	1992	2	60-64	86885	1781104
84000119	1992	2	65-69	91330	1781104
84000119	1992	2	70-74	83158	1781104
84000119	1992	2	75-79	67724	1781104
84000119	1992	2	80-84	48480	1781104
84000119	1992	2	85	46779	1781104
84000119	1993	2	0-4	104566	1740979
84000119	1993	2	5-9	85292	1740979
84000119	1993	2	10-14	81459	1740979
84000119	1993	2	15-19	73224	1740979
84000119	1993	2	20-24	100813	1740979
84000119	1993	2	25-29	135143	1740979
84000119	1993	2	30-34	158338	1740979
84000119	1993	2	35-39	148550	1740979
84000119	1993	2	40-44	133490	1740979
